POSITIVE_COMMENT,"睇完之後,我係覺得正嘅,幾好睇,同小説一樣咁正(當然小説版更勝一籌啦),特技超勁(差吾多特技佔左成套戲,畫面好豐富,真係要讚下),電影版有吾少改動,有好多重要都减左,不過都幾有新鮮感,成套戲都冇乜悶場,節奏快,整體表現都滿意。"
POSITIVE_COMMENT,"之前好多影評話中國化，但看了又覺 ok. （而且我們昨天看完明珠台放第一集） 因上集已說明地球各國已同化，而且上次已在HK打過。今次也有多國人參加，景甜也不是真太多戲份，而且後段不老成的打扮時也 ok, 張晉反而比人浪費左。。。。主線位也是多放在其他主角。    全片打出來不及上集，但已不錯。值得再追！期待第三集！！！！"
POSITIVE_COMMENT,"大團圓嘅結局。 有James Corden 配音嘅彼德兔顯得格外生動，戲裡面有多個笑位，動物們都好真。 男主角同彼得兔打鬥嘅場合好搞笑，但係見到男主角屈彼得兔畫花女主角幅畫，真係好賤囉。 戲中嘅音樂都唔差，女主角係爆炸嗰幕聽住Rachel Platten嘅 Fight Song，已聽唔到爆炸嘅聲都好搞笑。"
POSITIVE_COMMENT,"細細個嘅我哋一定曾經都想要一隻寵物小精靈 可以係大螢幕睇返小智一開頭嘅心路歷程 諗返起細個睇寵物小精靈嘅情景 或許劇情公式化 但有時候兒時嘅回憶理鬼咁多咩 不妨趁呢段短一場戲嘅時間唔好執着咁多返返去細路仔嗰時啦👣"
POSITIVE_COMMENT,"編劇做了豐富的資料搜集，龐大的data base都在雲端，是現代科技的好。 然而，當人在現實中得不到滿足，也寧願傾家蕩產甚至生命，投入虛擬世界。 導演彷佛在預視未來，批評商家貪婪財富，人變得不能面對現實的自己，樂在虛擬中。"
POSITIVE_COMMENT,"強烈推薦大家睇3D/4D  有4DX既話應該會好正"
POSITIVE_COMMENT,"沒悶場。比第一集好看"
POSITIVE_COMMENT,"現實，虛擬crossover,將會係未來的吹勢。我猜遊戲幣的重要性也會越來越高。好睇。"
POSITIVE_COMMENT,"對一套reboot的遊戲電影算是好看 雖然女角和安祖蓮娜祖莉有太大對比 但這新代羅拉卻帶給觀眾新鮮感,更有女兒對父親依然會撒嬌的可愛和青春 吳彥祖雖然很型兼很聰明, 但感覺有點可有可無"
POSITIVE_COMMENT,"很少看到以愛爾蘭為拍攝背景的電影, 揀呢個國家應該係因為其文學背景, 睇完戲後想去愛爾蘭一遊。"
POSITIVE_COMMENT,"I choose gundam"
POSITIVE_COMMENT,"我覺得比第一集更正 讚"
POSITIVE_COMMENT,"承接上集和平十年之後世界，頭1個鐘比俾慢，直到怪獸出現先入戲肉 今次融合咗日本動畫特攝原素，似足鐵甲萬能俠咁，仲有怪獸合體變身，下集會唔會有5機合體機械人出現呢？ 臨尾有小彩蛋，但點解同之前天凶之城2一樣，都係話唔會等怪獸再來，要反客為主去消滅怪物。"
POSITIVE_COMMENT,"話明叫盜墓者羅拉 但盜墓嘅情景好好少 後半部入左墓都幾好睇 吳彥祖岀埸太少😢"
POSITIVE_COMMENT,"不解釋 自己睇。。。。"
POSITIVE_COMMENT,"😂😂😂😂😂😂😂🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗"
